Word;EN title;EN Indication;EN Definition
rapādu (2);rapādu (2)  (vb. u/u);"person, gazelle : to roam , to wander , to run ; = accusative ṣēra rapādu : roam the desert ; ina kamâti / sūqi rapādu : to wander in the outback / street ; 2) : D : to keep someone moving , to cause someone to tick (?) ; 3) : to make the body move a spasm , to cause to quake ; 4) : to do actively , to persist , to keep up ;";Cf. ripittu
rapāqu;rapāqu  (vb. i/i);[Country → Agriculture];"G. to hoe ; to fix with nails, to fasten in fetters D = G ; to exert pressure on s.o."
rapassu;rapassu;[Human → Body];pelvis
rapāsu;"rapāsu  (vb. i/i ; )";"G. to beat, thrash, hit s.o. with sth. ; to clap one's hands ; to ruin s.o. ; to thresh, flail (grain) D. to pound, hit";
rapāšu;"rapāšu  [DAGAL : , PEŠ : ]  (vb. i/i, rar. u/u ; stat. rapaš)";"G. to be wide, broad ; to widen, expand (intr.) Gt. to be very wide D. [DAGAL : , PEŠ : , TÁL : ] to give a specific width ; to widen, expand (tr.) ; to give abundantly Dt. to be expanded ŠD = D";Cf. rapšiš, rapšūtu, rapšu
rappu;rappu;[Transport];"a bridle ;"
rapšu (2);rapšu (2);[Country → Agriculture];"1) winnowing shovel (wooden) ; 2) shoulder blade + ;"
rapšu;rapšu;[Measures → Area];"ample , large-scale , large , broad , roomy , spacious , extensive , wide , widespread , vast ; libbu rapšu : broad-minded , liberal , magnanimous ;"
rāpu+;rāpu+;[City → Hotel];"a shelf ;"
raqādu;raqādu  (vb. u/u);"to dance ; to skip";Comparison with other Semitic languages :
raqāqu;raqāqu  [SAL.LA : ];[Industry];"parts of body, oil ... : to be thin , to become thin / fine , hair : to be sparse ; Gtn : parts of liver : to become ever thinner ; D : to hammer thin metal / gold ... , to roll out thin / to pound thin drug ... ;"
raqqatu (2);raqqatu (2)   ();[Humanities → Geography → Rivers];"river-flats , marshes ;"
raqqidu;raqqidu;[Art → Music];"a (male) dancer ; mummiltu : an actress , a dancing girl , a female dancer ;"
raqqu;raqqu  [SAL.LA : ]  ();[Humanities → Geography → Rivers];"part of body, object, textile, palm-tree, offering-vessel : thin , fine , not thick , hand-writing : fine / thin , grain measure : slim , stream : shallow ;"
raqqu;raqqu;[Animals → Wild];"a turtle , a tortoise ;"
raqqūtu;raqqūtu;[Feeding → Cooking];perfume , spice [rab raqqūti] : spice master
raqraqqu;raqraqqu;[Animals → Birds];
raqrāqu+;raqrāqu+  (n.);shoal;
rāqtu;rāqtu;"vacuum ;";
raqû;raqû  (vb. i/i);"G. to hide (tr.), give refuge ; to dismiss, send away D = G N. to hide (intr.), take refuge";
rāqu;rāqu;"1) empty , vacant , void ; 2) available , free , unoccupied ; 3) at leisure , idle , unemployed , jobless (?) ; 4) futile , meaningless , vapid , valueless , worthless ; 5) neologism : a bird : a cuckoo ;";See also : durāru, šubarrû *, paṭāru, zakû (D), riāqu
râqu;râqu;;→ riāqu
rasābu;rasābu;[Army → War];"G : city, ennemy ... with weapon : to smite , to strike ; D : ennemy , criminal ... : to beat down , to fell , to cut down , limbs : to thrash ;"
rasānu;rasānu;"to be steep / to dip ;";See also : marāsu, pašqu, zaqru
raṣāpu;"raṣāpu  (vb. i/i ; )";[City → Buildings];G. to build , to construct , to wall up D = G
raṣmu;raṣmu;[Human → Senses];"(deity, demon, king) : loud-voiced , with a stentorian voice ;"
raṣpu;raṣpu;[City → Buildings];(house) : built
raṣṣīṣu;raṣṣīṣu  (western origin (Aramaic));[Animals → Domestic];"chicken ;"
raṣûm;raṣûm;[Trade];": Š : to give house in payment (?) ;"
rāš libbi;rāš libbi;[Moral life → Quality];"courageous , brave , valiant ;"
rāš tašīmti;rāš tašīmti;[Moral life → Intelligence];"discerning , sagacious ;"
rāš uzni;rāš uzni;"intelligent ;";Cf. uznu
rašābu;"rašābu  (vb. ; stat. rašub ; )";G. stat. : to be terrifying;Cf. rašbu
rašānu;rašānu;[Humanities → Geography];"to be steep ;"
rašāʾu;rašāʾu  ();;→ rašû
rašbu;"rašbu  (adj. ; )";[Moral life → Feelings];"terrifying , awesome , fearsome , frightening , imposing , formidable / dreadful ;"
rāšilūtu;rāšilūtu  (rāši + ili + ūtu);[Religion];luck , divine favour , good fortune
rašû;rašû  [TUKU : ]  (vb. i/i);"G. to acquire ; to have sth. owed by s.o. : ša elīya taršû which I owe you ; to experience Š. to supply";Variants : rašāʾu
rašû;"rašû  (vb. i/i ; )";G. to become red (feet) D. to become red (face);
rašû;rašû  (vb. u/u);"G. to slacken (sinews) ; to acquiesce D. to harass Dtn. to maltreat constantly Dt. to be harassed";
râšu;râšu;;→ riāšu
ratānu;ratānu;[Human → Speech];"1) to whisper ; 2) to stammer , to mumble ;"
ratātu;ratātu;[Human → Body];"to shiver , to tremble , to vibrate , to quake , to be shaking , to shudder , building : to wobble (?) , to be rickety (?) / wobbly (?) / wonky (?) ;"
ratītu;ratītu;[Human → Body];"shivering , trembling , shuddering , quaking , a vibration ;"
rattitu;rattitu;[Human → Body];"shivery , tremulous , quaking , quavery , tremulant , vibrating , building : shaky (?) , wobbly (?) , rickety (?) ;"
rāṭu , naṣṣubu , pisannu , bību;"rāṭu , naṣṣubu , pisannu , bību  (""agriculture"")";drainage pipe;See also : nazālu °
rāṭu;"rāṭu  [ŠITA3 : ]  (pl. f. ; )";water channel, pipe, irrigation channel;
re ' indu;"re ' indu   (feminine personal name ;)";[Human being];": beloved ;"
rē ' ium;rē ' ium  ();;→ rēʾû
rebētu;rebētu;[City];
rebītu;rebītu;[Human → Body];
rebītu;rebītu;[City];
rebû;rebû  (f. sg. rebūtu);[Numbers];the fourth
redû (1);redû (1)  [UŠ : ]  (vb. e/e, i/i);G. to lead, bring Gt. to lead away D. to add Š. to have s.o. convey sth.;Variants : radāʾu
redû (2);redû (2);[Trade];": to be suitable / fit ; ana ṣabātim ireddû : they are suitable for taking ; (boat) ula ... eredduniāšim : ... is not suitable for us , does not fit us ; (sheep) ana ṣibûtim ireddû : meet the requirements , will do ;"
rēdû;rēdû  [AGA3.ÚS : ]  (n.);[Army];"infantryman 1) [UKU.UŠ : ] : infantryman , soldier , private (frequently acting as police) ; qaqqad rēdîm [UKU.UŠ.SAG : ] : original (not substitute) soldier ; 2) : [LÚ.UŠ : ] : administrator ; 3) : persuer , persecutor , harrier / harasser ; 4) : accompanying (ox) ? ;"
rēdût māti;rēdût māti;[Government];"government (of a country) ; bēt rēdûti : the house / seat of government ; āl bēlūti : the city of government ;"
rēdûtu;rēdûtu;[Government];"government ; military service ; rēdûssuma lillik : let him perform his military service ;"
rēḫāti;rēḫāti;[Feeding];"scraps / leftover food , the leftovers , the remnants of a meal ;"
reḫīmūtu+;reḫīmūtu+;good will;Comparison with other Semitic languages :
rēḫtu;rēḫtu  [ÍB.TAG4 : ]  (n. f.);[Science → Mathematics];"1) remainder, remnant , leftover , rest ; rēḫat būlim : the rest of the cattle ; rēḫāti : the leftovers (of temple offerings) , the remains , the relics ; 2) : (in personal names) ; Aššur-rēḫtu-uṣur : Let Asshur protect the rest ! ;"
reḫû *;reḫû *;to pour in , to imbue , to impregnate , to fertilize , to beget (Dt) to be(come) pregnant;See also : arītu B, erītu *
reḫû;reḫû;[Science → Natural sciences];"1) to pour out (river, liquid) , to ejaculate / have sexual intercourse , (sleep) to flow over / to overtake -someone- ; 2) (man) to copulate , to inseminate , to make love / fuck / have sex / get laid ; (girl) : ša lā reḫâtu : has not been inseminated / impregnated / made pregnant ; 3) (seed plough) :to fertilize / inseminate / fecundate / make fertile the earth ; 4) to engender , to procreate , to sire ; 5) Gtn : (disease) : to repeatedly chronically affect -somebody- ; 6) Gt : to sprinkle (oil) , to pour (magical liquid) over ;"
rēḫu;"rēḫu  (adj. ; )";"remaining, leftover ; subst. : rest, remainder";Cf. riāḫu
rēmānīu * , rēmānu;rēmānīu * , rēmānu;[Moral life → Feelings];sympathetic , tenderhearted , merciful , compassionate
rēmanni *;rēmanni *;sorry , excuse me;See also : rēmu, rēmānīu *, rēmu rašû *, rēmu ša raminīšu *
rēmu rašû *;rēmu rašû *;[Moral life → Feelings];to have pity , to have mercy
rēmu rašû*;rēmu rašû*;[Moral life → Feelings];to have mercy , to have pity , compassion, clemency , sympathy
rēmu ša raminīšu *;rēmu ša raminīšu *;[Moral life → Feelings];self-pity
rēmu šakānu *;rēmu šakānu *;[Moral life → Feelings];to sympathize , to feel empathy
rēmu;rēmu;[Moral life → Feelings];compassion , mercy , clemency , sympathy womb
rêmu;rêmu  [ARḪUŠ : ]  (vb. e/e);to be merciful;Comparison with other Semitic languages :
rēmuttu;rēmuttu;[Legal];"grant , donation , mercy , pardon ;"
rêqu;rêqu  ();"person : to be distant , to go far off ;";Cf. ruāqu, rūqu
rēsinu;rēsinu;tanner;
rēṣu *;rēṣu *;[Army];helper , supporter , ally
rēš libbi;rēš libbi;[Human → Body];epigastrium
rēš šarrūti *;rēš šarrūti *;[Government];accession year
rēš tānti;rēš tānti;[Humanities → Geography];a cape , a head / a promontory
rēšāti;rēšāti;[Country → Agriculture];"1) first fruits ; 2) plural of rēštu : peaks ;"
rēšēti;rēšēti;[Education];"basics , fundamentals ;"
rēštû;rēštû;[Time];"eldest , first , first-born (?) / firstborn (?) , first-ranking , foremost , main , first-rate , prime , primary , primeval , primitive , original (?) ;"
rēštu;rēštu;"1) adjective : first , first-ranking , foremost , eldest / elder ; 2) noun : a peak ; plural : rešāti : peaks ;";See also : appu, ubānu, ziqpu, pulukku, ubān šaddî
rēšu našû;rēšu našû;[Moral life → Quality];"to honor ;"
rēšu;rēšu  [SAG : ]  (n.);[Human → Body];"head (of person, of animal)
top, upper part
beginning ; rēš šatti/warḫi beginning of year/month ; rēša, ina rēši earlier, from the start
top quality, the best"
reʾû;"reʾû  [SIPA : ]  (vb. e/e ; pres. ireʾʾe, irê, pret. irē)";[Professions];to (be a) shepherd, to be a pastor, to have animals graze
rēʾû;"rēʾû  [SIPA : ]  (n. ; st. constr. rēʾi)";[Professions];"1) a shepherd, herdsman (of sheep, cattle, donkeys, horses, pigs, : camels , : birds) ; 2) god, king : the shepherd / pastor of the people / the land / humanity ; 3) [SIPA.MUŠEN : ] : a bird ; mār(at) rē ' û : a grasshopper ;"
rēyû;rēyû;[Professions];
riābu;riābu  [SU : ]  (vb. a/i);"G. to replace, restore sth. to s.o. (+ana) ; rība riābu to pay a compensation ; to pay back, requite ; gimilla riābu to return a favour D. to replace losses Dt. to be recompensed ; to be requited to s.o. (favour) Š. to cause to replace, restore";Variants : râbu
riāḫu , šêtu;riāḫu , šêtu;to remain;
riāḫu;riāḫu  (vb. a/i);G. to remain, be left (over) D. to leave over, allow to remain Š = D;Variants : râḫu
riāmu;riāmu;to pardon;See also : mêšu *, paḫû, napšuru, taiārtu, pīdu, rēmuttu
riāqu , zakû;riāqu , zakû;to be(come) free;See also : rāqu, paṭāru, zakû (D), durāru, šubarrû *
riāqu;riāqu  [SUD : ]  (vb. ī);"1) to be empty ; 2) to be useless / idle ; 3) noun : lack of work / unemployment / leave from work (?) / holiday (?) ; Š : to be free of work ;";Cf. rīqu
riāšu;riāšu  [SÙ : ]  (vb. a/i);G. to rejoice D. to give a reason to rejoice Š. to make rejoice;Variants : râšu
ribētu;ribētu  ();[City];
ribītu (1);ribītu (1)  [SILA.DAGAL.(LA) : ]  (n. f., pl. ribâtu);[City];"1) main street , high street , thoroughfare ; ribīt āli X street (whose name is) X ; 2) -?- square , piazza , open space in a city , forum * ; ribītu āli : the city-square ; ribītu abul PN : PN Gate Square ; (Assyrian royal inscriptions) : district, precinct / the environs / the surroundings , the area , the (city-) perimeter , the conurbation (?) ; ribītu Ninua / Dēr : the district (area, precincts ...) of Nineveh / Dēr ;"
ribītu (2);"ribītu (2)  [SILA.DAGAL(.LA) : ]  (n. f., ; : rebībītum)";[Human → Body];"lower articulation of the hip, groin (?) , abdomen ; ribītu šinnešu : le palais -de la bouche- (?) ;"
rību (2);rību (2);[Sky → Astronomy → Planets];"the setting (of a planet) ;"
rību (5);rību (5);[City];": a square , a piazza , an open space ;"
rību;"rību  (n. ; pl. m. & f. ; )";"replacement, substitution ; compensation";Cf. riābu
rību;"rību  (n. ; )";[Nature → Earth];"an earthquake ;"
riddu kēnu;riddu kēnu;[Moral life → Quality];"proper behaviour / good conduct , a good demeanour ;"
riddu;riddu;[Moral life → Duty];"an ideal attitude , good conduct / an example , mores , behaviour / behavior , customs / habits / way of life (?) ; āḫiz riddi : civilized , well-behaved ; riddu kēnu : proper behaviour / good conduct ;"
ridpu;ridpu;pursuit , chase , persecution * , scurry *;
rīdu (2);rīdu (2);;→ riddu
rīdu;rīdu  [UŠ : ];[Army → War];"1) persecution , victimization , harassment , harrassing , molestation , harrying (?) ; bēl(et) rīdu-ya : my persecutor ; 2) the succession of a prince ; 3) : driving / droving of animals / herds / flocks ;"
rigim Adad;rigim Adad;[Sky → Climate];thunder
rigmu;rigmu;"1) clamour , shout , call , noise , voice , shriek , rumpus * , uproar * ; 2) bark of a dog ;";See also : rigim Adad, nabāḫu
riḫiṣtu *;riḫiṣtu *;[Sky → Climate];destruction , devastation , flooding
riḫiṣtu;riḫiṣtu  [RA : ]  (n. fem.);[Sky → Climate];inundation
riḫṣu;riḫṣu  [RA : , GÌR.BAL : ];[Sky → Climate];"1) flooding ; 2) a downpour ;"
rīḫtu;rīḫtu;;→ rēḫtu
rīḫu;rīḫu;;→ rēḫu
riḫūtu;riḫūtu;[Science → Natural sciences];"1) sperm , spawn , semen ; 2) ejaculation ;"
riḫûtu;riḫûtu  [A.RI.A : ];[Science → Natural sciences];": progeny , sperm ; [riḫûtu amēlūti] (medicine) : human semen , human sperm ; [riḫûtu alpi] (medicine) : semen of ox / bull ; [riḫûtu šaḫî] (medicine) : semen of pig ; [riḫût X] : progeny of X , the offspring of X , the lineage of X , the descendants of X , the posterity of X ; [riḫût Šakan] : progeny of Šakan ( = wild beasts) ; [riḫût Šulpaea] : progeny of Šulpaea ( = epilepsy , an epileptic) ;"
riḫûtu;"riḫûtu  [A.RI.A : ]  ( ; feminine word )";[Science → Natural sciences];"1) sperm , semen , pouring out insemination , ejaculation + , fishes : spawn ; a drug : riḫûtu amēlūti / alpi / šaḫî : human / ox / pig semen ; riḫût PN : progeny of PN ; riḫût Šakan : progeny of Šakan , wild beasts , wild fauna ; riḫût Šulpaea : progeny of Šulpaea , epilepsy / epileptic ; 2) personal name ;"
rikasu;rikasu  ();;→ riksu
rikbu;rikbu  [U5 : ]  (Babylonian);[Transport → Sea];crew of a ship
rikbu;rikbu;[Country → Agriculture];attachment on seed-plough
rikbu;rikbu;[Art → Music];lyre
rikbu;rikbu;[Art → Architecture];"superstructure on ziggurat ;"
rikbu;rikbu;[Science → Natural sciences];growth (on liver ...)
rikbu;rikbu;[Country → Trees];male inflorescence on palm-tree (?) , stage of growth
rikibtu ayyāli;rikibtu ayyāli;[Human being];"""stag's spur"" , an aphrodisiac"
rikibtu;rikibtu;[Animals];"mounting , copulation , coitus / coition / making love / sexual relations;"
rikibtu;rikibtu;[Country];"pollination ;"
rikis gerri;rikis gerri;"1) a directory , an itinerary , a route (?) ; 2) an overview ;";Cf. gerru
rikis gerru;rikis gerru;[Sky → Astronomy];an excerpt from a series
riksu danānu;riksu danānu;[Art → Architecture];"to reinforce the construction , to strengthen the construction ;"
riksu;"riksu  [DUR : , KEŠDA : , KA.KEŠDA : ]  (n. m. ; pl. m. & f.)";"1) a bond , a knot , binding ; 2) a bundle , a package ; 3) a belt , a band ; 4) an agreement , a treaty , a decree , a contract , a bet / a wager ; 5) a synthesis ;";Cf. rakāsu
rīmāniš;rīmāniš  ();[Animals → Wild];"like a wild bull ;"
rīmānu;rīmānu;[Animals → Wild];"epitheth of king : bull-like (?) ;"
rīmānû;rīmānû;;→ rīmānu
rīmātum;rīmātum  (plural );[Religion → Myths];": love from Ištar / Ishtar ;"
rimku;rimku  [TU5 : ];[Religion];"a bath , an ablution , a ritual bath ;"
rīmtu;rīmtu;[Animals → Wild];"a wild cow , a female aurochs (?) ;"
rimṭu;rimṭu;[Human → Hygiene];venereal disease
rīmu;rīmu  [GUD.AM : ];[Animals];"a wild bull , an aurochs ;"
rimûtu;rimûtu;[Human → Senses];"a kind of paralysis , numbness ; rimûtu rašû : to be / to get paralyzed / to suffer paralysis , to get numb (?) ;"
rīmūtu;rīmūtu;"1) : a gift , a present , plural : rīmuāte ; 2) : frequently used for kings : a grant , a donation ; kī rīmūtu : as a gift ; 3) : a free will gift ; ana rīmūtu / ana nudunnû : for gift / for dowry ; personal name : Rīmūt DN : gift of Divine Name ;";Cf. râmu (3)
rinku;rinku  [TU5 : ]  ( : rimku);[Human → Hygiene];"a bath , an ablution ; bēt rinki : a bath-house (ablution ritual / a ritual series) ; mê rinku : bathing water ; rinku tabka : spilled bath-water ;"
ripītu;ripītu;[Feeding → Food];"(a kind of bread) ;"
ripsu;ripsu;"mist ;";See also : quttru, imbāru, ripsu, tīku, akāmu
riqītu (2);riqītu (2)  ();"scented oil ;";Cf. ruqqû, riqītu (2)
riqiu;riqiu;[Feeding → Cooking];aromatic , perfume , spice , seasoning + : bēt riqiē : spice-box , chest for aromatics
riqqu;riqqu  (Sumerian origin);[Religion];: a votary , a person dedicated to the temple , an oblate [rab riqqu] : the overseer of the votaries
riqqū;riqqū;[Human → Senses];"a perfume ;"
riqqūtu;riqqūtu;[Religion];position of votary (person dedicated to a temple)
rīqu;rīqu  [SUD : ]  (adj.);"empty ; useless, idle";Cf. riāqu, rīqūtu
rīqūtu;rīqūtu  [SUD : ]  (n.);"emptiness ; idleness";Cf. rīqu, riāqu
riṣiptu *;riṣiptu *;[City → Buildings];masonry
riṣiptu+;riṣiptu+;[Art];"a mosaic ;"
ritkubu;ritkubu  [U5 : ];[Animals];": (animals) to copulate with each other , to cover , to serve ;"
ritpāšu;ritpāšu;[Measures → Area];"very wide (heaven, understanding ...) ;"
rittu;rittu  [KIŠIB : , KIŠIB.LÁ : ];[Human → Body];"1) a hand , a wrist ; rittu tamāḫu : to hold in the hand ; tamḫat rittušša : she holds in her hands ; 2) possession / ownership ; 3) the paw of an animal ; 4) a handle , a stamp-seal ; 5) astronomy : rittu gamli : ""the camel's paw"" / the name oft a constellation ; 6) : opportunity / occasion / feasability ; kīma rittimma : as occasion arises ; ul rittum : there is no opportunity / there was no opportunity ; 7) : ina (muḫḫi) iltēt rittu : in one go , all in one ; 8) : a plough / a plow (?) ; alap rittu : an ox pulling the plough (?) ; bīt rittu : land concession from temple or crown ; 9) Early Mari ; plural : ra ' āt(um) : a linear measure (?) ;"
ru ' tu;ru ' tu;"see also ḫīlu / mê : sap ;";See also : ḫīlu (1), mê
rū ' u;rū ' u;[Human being];"a friend , a colleague ; ina bīt rū ' išu ašrum : place for him in his colleague's house ; rū ' a kaššāpat : my associate is a witch ;"
rū ' utu;rū ' utu  ();[Moral life → Feelings];"friendship , association ; rū ' ūtu epēšu(m) / rū ' ūtu banûm : to form a friendship , to build a partner relationship ;"
ru ' āmu *;ru ' āmu *;[Moral life → Feelings];"love ;"
ru ' ubtu;ru ' ubtu;[Moral life → Feelings];"anger , wrath ;"
ru'ūtu;ru'ūtu;[Moral life → Feelings];"frienship , companionship , being workmates / colleagues , being partners / allied (?) , alliance (?) ;"
rû;rû;[Animals → Birds];
rūṭu;rūṭu  [LAL : ]  ();[Measures → Length];"1/2 cubit ; a span ; 12 fingers (15 in Babylon), 26.7 cm (Neo-Assyrian), 25 cm (Old-Babylonian)"
ruābu (D);ruābu (D);to quake , to tremble (D) to shake , to dislodge;See also : narāṭu, narāṭu (D), nuāšu
ruābu;ruābu  ();;→ râbu
ruāqu;ruāqu;[Measures → Length];"person : to be distant , to go far off , figurative sense : to be aloof (?) / stand-offish (?) ;"
rubātu;rubātu  (pl. rubâtu);[Government];"1) a princess ; 2) (feminine personal name) ; 3) (title of a goddess) : an impress (?) ; 4) : (designation of a local Anatolian monarch) ;"
rubāʾu;rubāʾu  ();[Government];
rubāʾūtu;rubāʾūtu  ();[Government];
rubbu;rubbu;[Moral life → Feelings];
rubbuʾu;rubbuʾu;[Numbers];D. to quadruple
rubṣu;rubṣu  ();[Animals → Domestic];"1) litter , bedding of animals ; 2) dung from floor on stall ; 3) : synonym for : womb (?) ;"
rûbtu;rûbtu;[Moral life → Feelings];
rūbu (2);rūbu (2);[Sky → Astronomy → Planets];"1) planet : the setting ; feelings, emotional / political (?) state : anger , turmoil ;"
rubu ' ā;rubu ' ā;[Numbers];": four each ;"
rubû;"rubû  [(LÚ).NUN : ]  (n. ; st. constr. rubā)";[Government];"1) prince, ruler , : king of Asshur City , : especially the earlier and later Assyrian rulers ; 2) king ; nobleman ; 3) title of divine name ;"
rūbu;"rūbu  (n. ; )";[Moral life → Feelings];"anger, turmoil ; pl. : raging (o fthe sea)"
rubūtu;rubūtu  ();[Government];"1) a divine queen ; 2) a queen , a princess ;"
rubûtu;rubûtu  [NUN : ];[Government];"humans, gods : rulership , rule , government ; : rubûtu ṣabātum : to seize the kingship ; ūmi rubûti : days of rule ; šamnē rubûtu : oil of kingship ;"
rubûtu;"rubûtu  [NUN : ]  (n. ; )";[Government];"rulership ; kingship"
rugbu;rugbu  [É.ÙR.RA : ];[City → Buildings];"1) a loft , a room on a roof ; 2) : adjective : rented / let ; 3) : bīt rugbu : the upper storey / floor ;"
ruggubu;ruggubu  ();[City → Hotel];"1) with roof-room , with a second floor , two-storeyed ; bītu (lā) ruggubu : a house with(out) a second storey ; 2) : verb : to put on an upper storey on an ark ;"
rukūbu , šapīnutu;rukūbu , šapīnutu;[Transport → Sea];"a boat , a ship ;"
rukūbu;rukūbu  ( : rukūpu / rakūpu);"1) : a vehicle , a conveyance , a chariot , [rukūbu šarrūtišu] : his royal vehicle , his royal conveyance ; 2) [GIŠ.MÁ.U₅] : (plural feminine) : procession boat (god, king) , : [ša rukūbu] : boatman ; 3) (animal) : mount , [rukūpišunu] : their mounts (camels)";Cf. rakābu
rupšu;rupšu  [DAGAL : ]  (n.);[Science → Mathematics];width
rupultu;rupultu;;→ rupuštu
rupuštu;rupuštu  [ÚḪ : ]  ();[Animals];"1) person, animal, Tiamat : phlegm , spittle ; 2) : foam , scum"
rūqiš *;rūqiš *;far , afar;See also : nesû, raḫḫīqu +
ruqpu;ruqpu;[Nature → Minerals];"a kind of silver ;"
ruqqi uzni;ruqqi uzni;[Human → Body];ear lobe, auditory canal
ruqqu;ruqqu;[Feeding → Cooking];kettle
ruqqû;ruqqû  ();"1) : to process oil / to make oil by adding aromatics ; 2) D : to perfume , to add aromatics ;";Cf. ruqqû, riqītu (2), rīqu (2), raqqûtu, riqītu (2), muraqqiu, muraqqītu, narqītu (2), tarqītu
ruqququ;ruqququ;"very thin ;";Cf. raqāqu
rūqu;rūqu  [SUD : ];[Measures];"1) place, land, mountain, heaven, gods, people : distant , far-away , remote ; 2) figurative sense ; heart ... : unfathomable , inscrutable , fathomless / abysmal (?) , incomprehensible (?) / enigmatic (?) / indecipherable (?) / impenetrable (?) / obscure (?) ; 3) time, days, years ... : distant / long gone by days, years ... , that have elapsed a long time ago , that will occur a long time later , remote / of yore ; līpu rūqu : remote descendant ; 4) long , that has lasted a long time ; 5) the distance ; ana rūqēti : into the distance ; 6) a long life ;"
ruššû;ruššû  [ḪUŠ : , ḪUŠ.A : ]  (syn. : ḫuššû, pēlu, sāmu);[Colors];"light red , reddish , auburn ;"
rušumtu;rušumtu;[Humanities → Geography → Rivers];"1) wet mud , silt ; 2) a quagmire , a swamp / a marsh ;"
rušundu * , rušuntu *;rušundu * , rušuntu *;[Nature → Minerals];mud
rušundu;rušundu;[Humanities → Geography];
rušuntu;rušuntu;[Humanities → Geography];
ruʾtītu;ruʾtītu  [ÚḪ.(DINGIR.ÍD) : , UŠ11.(DINGIR.ÍD) : ]  (n. f., );[Nature → Minerals];sulphur
ruttītu;ruttītu;[Nature → Minerals];
ruttu;ruttu;[Human being];"a girlfriend , a female colleague , a female partner ;"
ruʾtu;ruʾtu  [ÚḪ : ]  (n. f., pl. ruʾātu, );[Human → Body];"spittle ; ruʾta nadû to spit"
rūtu;rūtu;[Human → Body];
ruṭibtu;ruṭibtu;[Country → Agriculture];irrigated field
ruʾubtu;"ruʾubtu  (n. f. ; )";[Moral life → Feelings];wrath, rage
sa ' du;sa ' du  ();[Industry];"help , assistance , support ;"
sā ' idum;sā ' idum  ();[Human being];"personal name : a helper ;"
sa ' ītu;sa ' ītu;[Art → Architecture];"1) a revetment , a facing of masonry supporting a wall or sustaining an embankment ; 2) a battlement ; 3) a parapet ;"
sa ' uru;sa ' uru;[Art];"a bracelet ;"
sa' tu;sa' tu;[Colors];
sabā ' iu;sabā ' iu  ();[Numbers];"seventh in rank ;"
sabālu;sabālu;;→ zabālu
sabāṣu;sabāṣu;;→ šapāṣu
sābāwātu+;sābāwātu+;[Human → Family];grandparents
sabirru;sabirru;[Art];"a ring , a bracelet , a torc , a wrist-gear , an anklet / an ankle chain / an ankle bracelet ;"
sabītu;sabītu  (šebītu);[Art → Music];": (kind of) lyre , a small harp ;"
sābītu;sābītu  [MUNUS.(LÚ).KURUN.NA : , MUNUS.(LÚ).KURUN2.NA : ]  (n. f.);[Professions];": 1) female brewer , alehouse-keeper [bīt sābītu] : alehouse , ""beer joint"" , ""bar"" 2) (feminine proper name)"
sābiu;sābiu;[Professions];"an innkeeper / an inn-keeper , a hotel-keeper (?) ;"
sabsuttu;"sabsuttu  [MUNUS.ŠÀ.ZU : ]  ( ; : [MUNUS.ŠÀ.ZU : ])";[Professions];"a midwife ;"
sabsūttu;sabsūttu  [MUNUS.ŠÀ.ZU : ]  ();[Professions];"a midwife ;"
sābu;sābu  (sapû);[Country → Agriculture];": to draw (water) , to tap (water) (?) ;"
sābû;sābû  [LÚ.KURUN : ]  ([KURUN.NA : ]);[Professions];"a brewer , an innkeeper ; bīt sabû : an alehouse , a bar , a beer-joint ; šikar sabû : brewer's ale / brewer's beer ;"
sābûtu;sābûtu;[Professions];"brewing business / a brewer's job , la vente de bière / la tenue d'un débit de boissons ;"
sadādum (2);sadādum (2)  ();[Army → War];"to make a raid ; preterit : isdud"
sadāru;"sadāru  (vb. i/i, a/u ; )";"G. to put in order, arrange in order ; to use regularly, carry out regularly / to practice / to drill ; stat. : to occur regularly, happen regularly D = G ; hend. : to do sth. regularly ; to do regularly, send regularly, bring regularly ; to put in order, arrange properly";Cf. sadīru, sadriš, sadru
saddanakku;"saddanakku  [SANTANA : ]  ( ; Sumerian origin)";[Professions];"administrator of the date orchards ;"
saddu;saddu;[Army → War];": a razzia , the plunder / loot / booty of a raid ;"
saddum;saddum  ();[Army → War];"1) a razzia , a raiding party ; 2) the plunder of a raid ;"
sadēia;sadēia;[Animals → Wild];"an animal from Egypt : a rhinoceros , a unicorn (?) ;"
sādidu;sādidu;[Army → War];": a raiding party , a raid ;"
sadirtu (2);sadirtu (2);[Moral life → Quality];"commonplace ;"
sadirtu sadāru;sadirtu sadāru;[Army → Military];"to make a row , to form a line / to stand in line ;"
sadirtu;sadirtu;[Army];"a battle array / line , a phalanx ;"
sādiru;sādiru  ();[Army → Military];"1) animals : an ordered group , a section ; 2) on a tablet : a section of text ; 3) on a stone : a band of colour ;"
sādiu;sādiu;[Army];"a slinger ;"
sadriš;sadriš  ();[Army → Military];"regularly , in an orderly manner ;"
sadru;sadru;[Moral life → Quality];"1) common , ordinary , average , standard / regular / normal ; ūmu sadru : a weekday , a normal day ; 2) continuous ;"
sagallu;sagallu  [SA.GAL.LA : ]  (Sumerian origin);"1) a muscle , a tendon ; 2) : neck muscle ; 3) : a hamstring hemerology ; 4) a tendon illness : a tendinitis (?) ;";
sagānu;sagānu  ();[Government];"a governor ;"
