Word;FR title;EN title;FR Indication;EN Indication;FR Definition;EN Definition
sakku (1);sakku (1);sakku (1);"1) canal ... : bouché / comblé , ensablé (?) , impénétrable / inutilisable / non navigable ; 2) personne : sourd ;";"1) canal ... : blocked , impenetrable ; 2) person : deaf ;";Cf. sakāku;Cf. sakāku
sakkuku;sakkuku;sakkuku;[Humain → Sens];[Human → Senses];"1) sourd , dur de la feuille , malentendant , à l'ouïe déficiente ; 2) bête , stupide , obtus , idiot , pas malin , handicapé mental ;";"1) deaf , hard of hearing ; 2) obtuse / of limited mental means / ignoramus , mentally handicapped / thick (headed) ;"
sakkukūtu;sakkukūtu;sakkukūtu;[Humain → Sens];[Human → Senses];"la surdité ;";"deafness ;"
sakliš;sakliš;sakliš;"pas intelligemment / pas avec brio / simplement , bêtement ;";"not brightly / simply , without much skill ;";Cf. saklu, saklūtu;Cf. saklu, saklūtu
saklu;saklu;saklu;[Gouvernement];[Government];"1) simple , imbécile , idiot ; lišānu sakiltu : ne sachant pas bien parler , pas éloquent , bègue (?) ; 2) conducteur de char ... : incompétent ; 3) nom propre ; 4) ayant trait aux gens de Gouti : barbare ; 5) un individu moyen , un homme du commun , un simple individu , un quidam ;";"1) simple , imbecile , idiot ; lišānu sakiltu : speech-handicapped , not eloquent , stammering (?) ; 2) charioteer ... : incompetent ; 3) a personal ; 4) of Gutians : barbarical ; 5) a common man ;"
saklūtu;saklūtu;saklūtu;[Vie morale → Intelligence];[Moral life → Intelligence];"la simplicité / le fait de ne pas être très compétent , le manque de talent ;";"simplicity / lack of skill , being unskilled ;"
sakpu (1);sakpu (1);sakpu (1);"1) : personne ; par un dieu ou sa famille ... : repoussé , rejeté , non accepté ; 2) ; troupes : repoussé , rejeté , effrayé (?) ;";"1) : person ; by a god or family ... : pushed away , rejected / unwelcome ; 2) ; troops : pushed back , repulsed , scared off (?) ;";Cf. sakāpu;Cf. sakāpu
sakrikkum;sakrikkum;sakrikkum;[Campagne → Agriculture];[Country → Agriculture];;
sakrumaš;sakrumaš  [LÚ.KIR4.DAB : ]  (mot d'origine Kassite);sakrumaš  [LÚ.KIR4.DAB : ]  (Kassite origin);[Métiers];[Professions];+ début de néo babylonien : un officier de charrerie (?) , conducteur de char (?) , cocher (?);+ early neo Babylonian : a chariot officer (?) , a chariot driver (?)
salāmu (1);salāmu (1);salāmu (1);[Vie morale → Sentiments];[Moral life → Feelings];"amitié , relations amicales , bons termes , bonne intelligence , bons rapports , bons rapports , concorde ;";"amity , friendship , friendly relations / terms , concord ;"
salāmu (2);"salāmu (2)  [SILIM : ]  (vb. i/i, rar. a/a ; )";"salāmu (2)  [SILIM : ]  (vb. i/i, rar. a/a ; )";"G. être amical, en bonne relation ; être réconcilié (avec qqn) D. apaiser ; apporter la paix Š. calmer qqn";"G. to be friendly, in good relations ; to be reconciled (with s.o.) D. to propitiate ; to bring peace to s.o. Š. to calm down s.o.";Variantes : selēmu;Variants : selēmu
salāmu;salāmu;salāmu;[Armée → Guerre];[Army → War];"1) être en paix , faire la paix , devenir amis , capituler , se rendre ; bēl salāmu : quelqu'un en paix avec ; 2) D : concilier , faire plaisir , apaiser , apporter la paix à quelqu'un ; capituler , se rendre , se réconcilier ;";"1) to be at peace , to become at peace / amicable , to capitulate , to surrender ; bēl salāmu : one at peace with ; 2) D : to conciliate , to propitiate , to soothe anger , to bring peace to someone , to reconcile / to make up ;"
salāpu;salāpu  [GÍD.DA : ]  (vb.);salāpu  [GÍD.DA : ]  (vb.);(re)tirer;to draw, pull;;
salāqu (1);salāqu (1)  ();salāqu (1)  ();[Nourriture → Cuisine];[Feeding → Cooking];"bouillir ;";"to boil ;"
salāqu (2);"salāqu (2)   ( ; origine sémitique occidentale)";"salāqu (2)   ( ; Western Semitic origin)";[Transport];[Transport];"escalader , monter ;";"to climb up ;"
salātu (1);salātu (1)  [IM.RI.A : ]  ([ŠU.SA.A : ]);salātu (1)  [IM.RI.A : ]  ([ŠU.SA.A : ]);[Humain → Famille];[Human → Family];"1) un clan , une famille ; kimtu u salātu : famille et clan ; 2) le nombre de têtes d'un troupeau de bétail ;";"1) a clan , a famille ; kimtu u salātu : family and clan ; 2) the head count of cattle ;"
salāʾu;"salāʾu  (vb. i/i ; )";"salāʾu  (vb. i/i ; )";"G. ne pas informer exprès ; mentir, tromper Š. dédaigner, délaisser, négliger";"G. to leave uninformed deceitfully ; to deceive, lie Š. to neglect, disdain";;
salāʾu;"salāʾu  (vb. i/i ; )";"salāʾu  (vb. i/i ; )";"G. ne pas informer exprès ; mentir, tromper Š. dédaigner, délaisser, négliger";"G. to keep in ignorance ; to deceive, lie Gtn. to lie constantly Š. to disdain, neglect";;See also : sarāru
salāʾu;"salāʾu  (vb. i/i ; )";"salāʾu  (vb. i/i ; )";"G. maintenir dans l'ignorance ; tromper, mentir Gtn. mentir continuellement Š. dédaigner, délaisser";"G. to leave uninformed deceitfully ; to deceive, lie Š. to neglect, disdain";Voir aussi : sarāru;
salāʾu;"salāʾu  (vb. i/i ; )";"salāʾu  (vb. i/i ; )";"G. maintenir dans l'ignorance ; tromper, mentir Gtn. mentir continuellement Š. dédaigner, délaisser";"G. to keep in ignorance ; to deceive, lie Gtn. to lie constantly Š. to disdain, neglect";Voir aussi : sarāru;See also : sarāru
salīmiš;salīmiš;salīmiš;[Vie morale → Sentiments];[Moral life → Feelings];"en paix , pacifiquement , paisiblement ;";"in peace , peacefully ;"
salīmu;"salīmu  [SILIM : ]  (pl. f. ; , silīmu ; )";"salīmu  [SILIM : ]  (pl. f. ; , silīmu ; )";"paix, amitié, concorde , réconciliation ; salīma šakānu, epēšu faire la paix ; ina salīmi en paix ; bēl salīmi allié ; salīmu kiššati : paix mondiale ; : [salīmātu] : (mots / paroles de) paix ; [salīmu rašû] : obtenir le pardon / la grâce d'un dieu ;";"peace, amity , reconciliation ; salīma šakānu, epēšu to make peace ; ina salīmi in peace ; bēl salīmi allied , an ally ; salīmu kiššati : world peace ; : [salīmātu] : (words of) peace ; [salīmu rašû] : to acquire divine pardon / mercy ;";Cf. salāmu (2);Cf. salāmu (2)
sālimu;sālimu;sālimu;;;→ salmu;→ salmu
salītu;salītu;salītu;[Animaux];[Animals];": filet (poissons, animaux) ;";": net ( fish, animals) ;"
sallātu;sallātu;sallātu;[Humain → Famille];[Human → Family];;
sallu;sallu;sallu;"un panier ;";"a basket ;";;
salmāniš;salmāniš;salmāniš;": d'humeur amicale (?) ;";": in friendly mood (?) ;";Cf. salmu;Cf. salmu
salmu;"salmu  (adj. ; , sālimu ; ; pluriel : [salmūti] et [salmē] ;)";"salmu  (adj. ; , sālimu ; ; plural : [salmūti] and [salmē] ;)";"1) pacifique, amical , qui est d'accord ; subst. : un allié , quelqu'un avec qui on est en paix ; 2) : se dit de la déesse salittu de la nuit";"1) peaceful, friendly , acquiescent / agreeable ; subst. : an ally , allied , one at peace ; 2) : said of the goddess salittu of night-time ;";Cf. salāmu (2), lā salmu;Cf. salāmu (2), lā salmu
salqu;salqu  ();salqu  ();[Nourriture → Cuisine];[Feeding → Cooking];"bouilli ;";"boiled ;"
salṭu;salṭu  (origine sémitique occidentale );salṭu  (West Semitic origin );[Armée → Armes];[Army → Weapons];"un carquois , un étui en cuir pour arc et flèches ;";"a quiver , a leather case for bow and arrows ;"
salʾū;"salʾū  (n. pl. ; )";"salʾū  (n. pl. ; )";[Vie morale → Défauts];[Moral life → Fault];"tromperie, fraude ; ina salʾē frauduleusement";"deceit, fraude ; ina salʾē fraudulently"
salû;salû;salû;[Vie morale → Défauts];[Moral life → Fault];"G : mentir , tricher , tromper ; Gtn : mentir ;";"G : to lie , to cheat , to deceive ; Gtn : to lie ;"
saluppu;saluppu;saluppu;[Campagne → Fruits];[Country → Fruits];"une datte ; mê suluppi : jus de dattes , infusion de dattes šikār suluppi : vin de dattes ;";"a date (fruit) ; mê suluppi : date-juice , date infusion šikār suluppi : date-wine ;"
samādiru;samādiru  ();samādiru  ();[Campagne → Plantes];[Country → Plants];"une fleur ; šaman samādiri : huile de fleur ;";"a flower ; šaman samādiri : oil of blossom ;"
samādu;"samādu  (vb. u/u ; )";"samādu  (vb. u/u ; )";moudre finement (céréales);to grind finely (grain);Variantes : semēdu;Variants : semēdu
samāḫu;"samāḫu  (vb. a/u ; )";"samāḫu  (vb. a/u ; )";"G. se mélanger / se fondre ; être relié ; avoir un rapport sexuel ; mélanger qqch. (avec qqch. : +ana) D. mélanger Dt. se parjurer, faire un faux témoignage";"G. to mix (v.i.) ; to be joined , to merge ; to have an intercourse ; to mix sth. (with sth. : +ana) D. to mix (v.t.) Dt. to perjure oneself";;
samāku;"samāku  (vb. a/u ; )";"samāku  (vb. a/u ; )";"G. recouvrir, enterrer D. étouffer qqn. ; mettre hors d'usage qqch. ; soutenir N. être recouvert, envahi (de mauvaise herbe)";"G. to bury, cover up D. to smother, incapacitate ; to support N. to be smothered, overgrown (with weeds)";Voir aussi : abālu, epāšu, dâṣu, mêsu, dullu, kannû;See also : abālu, epāšu, dâṣu, mêsu, dullu, kannû
samāku;"samāku  (vb. a/u ; )";samāku;"G. recouvrir, enterrer D. étouffer qqn. ; mettre hors d'usage qqch. ; soutenir N. être recouvert, envahi (de mauvaise herbe)";[Moral life → Fault];Voir aussi : abālu, epāšu, dâṣu, mêsu, dullu, kannû;(G) to be bad (D) to make bad , to treat harshly , to damage , to worsen
samāku;samāku;"samāku  (vb. a/u ; )";[Vie morale → Défauts];"G. to bury, cover up D. to smother, incapacitate ; to support N. to be smothered, overgrown (with weeds)";(G) être mauvais , être méchant (D) rendre mauvais , empirer , maltraiter , traiter sans ménagement , endommager , abîmer;See also : abālu, epāšu, dâṣu, mêsu, dullu, kannû
samāku;samāku;samāku;[Vie morale → Défauts];[Moral life → Fault];(G) être mauvais , être méchant (D) rendre mauvais , empirer , maltraiter , traiter sans ménagement , endommager , abîmer;(G) to be bad (D) to make bad , to treat harshly , to damage , to worsen
samānā*;samānā*  [GÍŠ.NIŠ : ];samānā*  [GÍŠ.NIŠ : ];[Nombres];[Numbers];quatre-vingt, octante;eighty
samānat;"samānat  [USSU : ]  (adj. ; fem. samāne)";"samānat  [USSU : ]  (adj. ; fem. samāne)";[Nombres];[Numbers];huit;eight
samāne (u) arbā;samāne (u) arbā;samāne (u) arbā;[Nombres];[Numbers];quarante huit (huit et quarante);forty eight (eight and forty)
samāne;"samāne  (adj. fem. ; masc. samānat)";"samāne  (adj. fem. ; masc. samānat)";[Nombres];[Numbers];huit;eight
samānšer(et);samānšer(et);samānšer(et);[Nombres];[Numbers];dix-huit , 18;eighteen , 18
samānšerīu;samānšerīu;samānšerīu;[Nombres];[Numbers];le dix-huitième , le 18ème;the eighteenth , 18th
samānu (1);samānu (1);samānu (1);[Animaux → Insectes];[Animals → Insects];"nom d'un insecte nuisible ;";"a noxious insect ;"
samānu (2);samānu (2);samānu (2);[Humain → Maladie];[Human → Disease];"la variole , la petite vérole ;";"smallpox , chickenpox ;"
samāru;samāru;samāru;[Art];[Art];un bracelet;a bracelet
samāššeret;samāššeret  [U.USSU : ]  (fem. šamāššer);samāššeret  [U.USSU : ]  (fem. šamāššer);[Nombres];[Numbers];dix-huit;eighteen
samdakku;samdakku;samdakku;;;→ santakku;→ santakku
samīdu B;samīdu B;samīdu B;[Nourriture → Aliments];[Feeding → Food];farine fine;fine flour
samīdu;samīdu;samīdu;[Nourriture → Aliments];[Feeding → Food];"farine fine ;";"fine flour ;"
samiktu;samiktu;samiktu;"1) un méfait ; 2) une énormité ;";"1) a misdeed ; 2) an enormity ;";Voir aussi : ḫiṭṭu, ḫibiltu, samiktu, šērtu (3);See also : ḫiṭṭu, ḫibiltu, samiktu, šērtu (3)
samîš;samîš  ();samîš  ();[Vie morale → Volonté];[Moral life → Will];"de manière indécise / hésitante , en hésitant , sans être sûr ;";"undecidedly , hesitatingly ;"
samītu *;samītu *  ();samītu *  ();[Ville → Bâtiments];[City → Buildings];"1) un mur à créneaux / un mur crénelé , un rempart ; 2) une plinthe murale , un revêtement ;";"1) a crenellated wall , a battlemented parapet , a rampart ; 2) a wall-plinth , a revetment ;"
samku;samku;samku;mauvais , malodorant , méchant;bad , malodorous , evil;Voir aussi : qallulu, lamnu;See also : qallulu, lamnu
sammītum;"sammītum  (n. f. ; )";"sammītum  (n. f. ; )";[Art → Musique];[Art → Music];lyre;a lyre
sammû;"sammû  [GIŠ.ZÀ.MÍ : ]  (n. ; )";"sammû  [GIŠ.ZÀ.MÍ : ]  (n. ; )";[Art → Musique];[Art → Music];"lyre, harpe ; šerʾān sammî corde de lyre ; nāš/nār/šūt sammî joueur de lyre";"lyre, harp ; šerʾān sammî lyre-string ; nāš/nār/šūt sammî lyre player"
sammuḫu;sammuḫu;sammuḫu;;;→ summuḫu;→ summuḫu
sammuḫu;sammuḫu;sammuḫu;;"miscellaneous ;";→ summuḫu;
sammuḫu;sammuḫu;sammuḫu;"divers , divers et variés ;";;;→ summuḫu
sammuḫu;sammuḫu;sammuḫu;"divers , divers et variés ;";"miscellaneous ;";;
samnu;samnu  (f. sg. samuntu);samnu  (f. sg. samuntu);[Nombres];[Numbers];le huitième;the eighth
samnu;samnu  (f. sg. samuntu);samnu  ();[Nombres];[Legal];le huitième;oath
samnu;samnu  ();samnu  (f. sg. samuntu);[Justice];[Numbers];serment;the eighth
samnu;samnu  ();samnu  ();[Justice];[Legal];serment;oath
samrūtu;"samrūtu  (pl. samrātu, samruātu ; )";"samrūtu  (pl. samrātu, samruātu ; )";clou (en cuivre);nail (of copper);;
samtu;samtu;samtu;[Armée];[Army];"une muraille à créneau , un rempart ;";"a battlemented parapet , a crenellated wall ;"
sāmtu;sāmtu;sāmtu;[Couleurs];[Colors];"1) la rougeur / le rouge ; sāmtu maḫāsu : colorier en rouge ; 2) : l'aurore , le lever de soleil , l'aube , le point du jour ; 3) [NA4.GUG : ] : la cornaline ; 4) : laine rouge ; 5) : nom d'un arbre ? ;";"1) redness ; sāmtu maḫāsu : to color red ; 2) : dawn / daybreak ; 3) [NA4.GUG : ] : carnelian ; 4) : red wool ; 5) : the name of a tree ? ;"
samṭu;samṭu;samṭu;[Campagne → Arbres];[Country → Trees];;
samû;"samû  (vb. u/u ; )";"samû  (vb. u/u ; )";[Vie morale → Sentiments];[Moral life → Feelings];"G. hésiter, être indécis ; être peu fiable / ne pas être sûr ; être inepte ; dériver / partir à la dérive bateau Gtn. dévier, s'égarer D. faire dévier, faire s'égarer , distraire / détourner l'attention ; 2) adjectif : : indécis , hésitant ;";"G. to vacillate, be undecided ; to be undependable ; to be inept ; to stray / to drift boat Gtn. to stray, deviate D. to make stray, deviate , to distract ; 2) adjective : : undecided , vacillating ;"
samû;"samû  (vb. u/u ; )";samû;[Vie morale → Sentiments];[Moral life → Feelings];"G. hésiter, être indécis ; être peu fiable / ne pas être sûr ; être inepte ; dériver / partir à la dérive bateau Gtn. dévier, s'égarer D. faire dévier, faire s'égarer , distraire / détourner l'attention ; 2) adjectif : : indécis , hésitant ;";"undecided , vacillating , wavering , waffling (?) ;"
samû;samû;"samû  (vb. u/u ; )";[Vie morale → Sentiments];[Moral life → Feelings];"indécis, hésitant , ne sachant que faire ;";"G. to vacillate, be undecided ; to be undependable ; to be inept ; to stray / to drift boat Gtn. to stray, deviate D. to make stray, deviate , to distract ; 2) adjective : : undecided , vacillating ;"
samû;samû;samû;[Vie morale → Sentiments];[Moral life → Feelings];"indécis, hésitant , ne sachant que faire ;";"undecided , vacillating , wavering , waffling (?) ;"
saʾmu;saʾmu;saʾmu;[Couleurs];[Colors];;
sāmu;"sāmu  [SA5 : ]  (adj. ; fem. sāndu)";"sāmu  [SA5 : ]  (adj. ; fem. sāndu)";[Couleurs];[Colors];"1) laine, tissu, cuir, peau, fourrure, fruit, bière, pierre, métal : rouge, marron ; ḫurāṣu sāmu : or rouge ; 2) blond ;";"1) wool , cloth, hide , skin , coat of animal , fruit , beer , stone , metal : red, brown , ruddy ; 2) blond ;"
samuntu;samuntu;samuntu;[Nombres];[Numbers];un huitième;one eighth
sanābu;sanābu;sanābu;;;→ sanāpu;→ sanāpu
sanāpu;"sanāpu  (vb. i/i ; )";"sanāpu  (vb. i/i ; )";attacher;to tie on;Variantes : sanābu;Variants : sanābu
sanāqu (1);sanāqu (1)  [DIM4 : , DIM4.MÀ : ]  (vb. i/i);sanāqu (1)  [DIM4 : , DIM4.MÀ : ]  (vb. i/i);"G. vérifier ; se rapprocher D. vérifier, contrôler marchandises, activité, travail ... , interroger / questionner / torturer , exhorter / conseiller fortement ;";"G. to check ; to come close D. to check, control goods, activities, work ... , to cross-examine / to interrogate / to torture / to torment , to exhort , to counsel , to strongly advise ;";Cf. masnaqtu, tasniqtu, sanqūtu, sanqu;Cf. masnaqtu, tasniqtu, sanqūtu, sanqu
sanāqu (2);"sanāqu (2)   (origine ouest-sémitique (araméen) ;)";"sanāqu (2)   (West-Semitic (Aramaic) origin ;)";[Mesures];[Measures];": (statif) : manquer de , ne pas avoir assez de , être à court de ;";"(stative) : to lack , to be in need of / want ;"
sanāqu (3)+;sanāqu (3)+;sanāqu (3)+;[Vie morale → Sentiments];[Moral life → Feelings];"injurier , infliger de la douleur / maltraiter , punir , torturer ;";"to abuse , to inflict severe pain , to punish , to torture ;"
sanbuku;sanbuku;sanbuku;[Campagne → Fruits];[Country → Fruits];"(fruits) : une grappe , une branche ;";"(fruit) : a bunch , a spray ;"
sandāniš *;sandāniš *;sandāniš *;à la manière d' un oiseleur;like a bird-catcher;;
sāndu;sāndu;sāndu;[Couleurs];[Colors];;
sangilû;sangilû;sangilû;"une divergence , un désaccord , une incohérence , une contradiction , une disparité , un décalage , un hiatus , une inadéquation ;";"a discrepancy ;";;
sangû;sangû;sangû;[Religion];[Religion];"un prêtre , un officiant ; sangû rabiu : un grand-prêtre ;";"a priest ; sangû rabiu : a high priest ;"
sangūtu;sangūtu;sangūtu;[Religion];[Religion];prêtrise , fait d'être prêtre , office de prêtre;priesthood
sanku;sanku;sanku;"nuisible , mauvais , néfaste ;";"obnoxious ;";;
sanqu;sanqu  [DIM4.(MÀ) : ];sanqu  [DIM4.(MÀ) : ];"1) :mathématiques : recalculé à l'unité normale / reconverti (?) / converti en unité normale (?) ; 2) marchandise, déclaration d'un fonctionnaire ... : vérifié / contrôlé ; 3) nom propre de personne ; 4) : obéissant , discipliné / turbulent (?) ; lā sanqu : désobéissant , indiscipliné ;";"1) :mathematics : recalculated to normal unit / converted to normal unit (?) ; 2) commodities, statement of an official ... : checked , verified ; 3) a proper personal name ; 4) : obedient , disciplined ; lā sanqu : disobedient , undisciplined / naughty (?) ;";Cf. sanāqu (1), sanqu, sanqūtu;Cf. sanāqu (1), sanqu, sanqūtu
sanqūtu;sanqūtu  ();sanqūtu  ();[Vie morale → Devoir];[Moral life → Duty];"la prudence , l'obéissance ; sanqūtu alaku : se conduire de manière obéissante ;";"prudence , obedience ; sanqūtu alaku : to behave in an obedient manner ;"
santak;santak;santak;[Temps];[Time];constamment , tout le temps , toujours;constantly
santakka;santakka  (aussi santakku);santakka  (also santakku);"poésie : continûment , régulièrement , de manière continue ;";"poetry : continuously , regularly ;";Voir aussi : santakku;See also : santakku
santakku;"santakku  (n. ; )";"santakku  (n. ; )";"un triangle [SAG.DÙ : ] (Mathématiques) ; formation en triangle (Militaire) ; coin, empreinte cunéiforme [SANTAK4 : ] ; santakka takāpu imprimer un coin tikip santakki : écriture cunéiforme";"a triangle [SAG.DÙ : ] (Mathematics) ; wedge, triangle formation (Military) ; cuneiform wedge [SANTAK4 : ] ; santakka takāpu to imprint a wedge tikip santakki : cuneiform writing";Variantes : samdakku, sattakku;Variants : samdakku, sattakku
sāntu (2);sāntu (2);sāntu (2);[Temps];[Time];rougeur , lumière rouge , aube , aurore , lever du soleil;redness , redlight , dawn
sāntu;sāntu;sāntu;[Couleurs];[Colors];;
sanwartu+;sanwartu+;sanwartu+;barre de gouvernail, timon;helm (nautical);;
sapādu;sapādu  ();sapādu  ();[Vie morale → Sentiments];[Moral life → Feelings];"pleurer quelqu'un (datif) , déplorer la disparition de , porter le deuil de ; irta sapādu : se battre la poitrine (?) ;";"to mourn for someone (dative) , to grieve for / to miss , to wear black for ; irta sapādu : to beat breast (?) ;"
sapāḫu;sapāḫu  [BIR : ]  (vb. a/u);sapāḫu  [BIR : ]  (vb. a/u);"huile, terre, graines, animaux, ennemis ... : disperser, éparpiller / semer (?) ; : Gtn : intentions d'autrui ... : contrecarrer continuellement ; D : gaspiller , gâcher , dépenser sans compter / être un panier percé ; N : s'évaporer / disparaître en fumée ;";"oil, eart, grain, animals, enemies ... : to scatter, to disperse , to spill , to sow (?) ; : Gtn : someone's intentions ... : to continually frustrate , to thwart ; D : to squander , to let go to waste , to spend freely ; N : to evaporate ;";Cf. ṣappūḫu, sappiḫu;Cf. ṣappūḫu, sappiḫu
sapannu;sapannu  ();sapannu  ();[Lettres → Géographie];[Humanities → Geography];"1) une plaine , une étendue plate , entre des montagnes ; 2) un marécage de joncs ; sapannu tâmti : une plaine côtière ;";"1) flatland , a plain , between mountains ; 2) a reed-swamp ; sapannu tâmti : a coastal plain ;"
sapānu;"sapānu  (vb. a/u ; )";"sapānu  (vb. a/u ; )";"G. aplatir, aplanir, niveler ; abattre, renverser ; submerger, écraser (l'ennemi) Š. faire renverser N. être aplani, nivelé, lissé, lisse, plat";"G. to flatten, level ; to overthrow, cast down ; to overwhelm, swamp (the enemy) Š. to cause to cast down N. to be flattened, levelled, smoothened, smooth";Cf. sapannu, sāpinu, šāpinum, sapnu;Cf. sapannu, sāpinu, šāpinum, sapnu
sapāqu;"sapāqu  (origine sémitique occidentale (araméen) ;)";"sapāqu  (west-Semitic (Aramaic) origin ;)";"1) : suffire , être -en nombre- suffisant (garnison) ; 2) : être capable / fort ;";"1) : to be sufficient , to suffice , to be enough -in number- ( a garrison) ; 2) : to be able / strong ;";Voir aussi : sapqu;See also : sapqu
saparru;saparru  [GIŠ.GAG.LIŠ : , GIŠ.GAG.SILA3 : ];saparru  [GIŠ.GAG.LIŠ : , GIŠ.GAG.SILA3 : ];[Transport → Terrestre];[Transport → Surface];"1) une charrette , un chariot , un charroi ; 2) = šaparru : un filet ;";"1) a cart , a wagon , a wain ; 2) = šaparru : a net ;"
sapḫu;sapḫu  [BIR : ];sapḫu  [BIR : ];dispersé;scattered;Cf. sapāḫu;Cf. sapāḫu
sāpinu;sāpinu;sāpinu;[Nature → Minéraux];[Nature → Minerals];"désigne une roche, se dit d'un démon : qui écrase / ""qui aplatit"" , qui met à plat / renverse ;";"designation of a rock, a demon : a flattener ;"
saplišḫu;saplišḫu;saplišḫu;[Religion → Mythes];[Religion → Myths];"une préparation de viande (offerte en sacrifice) ;";"a meat offering preparation ;"
sappāru;sappāru  (mot d'origine sumérienne );sappāru  (word of Sumerian origin );[Animaux → Sauvages];[Animals → Wild];"un mouflon , un bélier de montagne / sauvage ;";"a mountain ram ;"
sappiḫu;sappiḫu;sappiḫu;[Vie morale → Défauts];[Moral life → Fault];"gaspilleur , dépensier , prodigue , imprévoyant (?) ;";"wasteful , spendthrift , prodigal , unsparing / squandering , improvident (?) ;"
sapqu;sapqu;sapqu;[Vie morale → Qualités];[Moral life → Quality];"capable , compétent / qualifié / breveté (?) , en état (de faire ...) , doué , talentueux ;";"able , competent , skilled , talented ;"
sapsapānu;"sapsapānu  (n. ; )";"sapsapānu  (n. ; )";[Humain → Corps];[Human → Body];moustachu;with a moustache
sapsapu;sapsapu  [TÙN.BAR : ];sapsapu  [TÙN.BAR : ];[Humain → Corps];[Human → Body];moustache;moustache
sapsapu;sapsapu  [TÙN.BAR : ];"sapsapu  (n. ; pl. f.)";[Humain → Corps];[Clothing];moustache;"moustache [TÙN.BAR : ]; fringe (of garment)"
sapsapu;"sapsapu  (n. ; pl. f.)";sapsapu  [TÙN.BAR : ];[Habillement];[Human → Body];"moustache [TÙN.BAR : ]; frange (de vêtement)";moustache
sapsapu;"sapsapu  (n. ; pl. f.)";"sapsapu  (n. ; pl. f.)";[Habillement];[Clothing];"moustache [TÙN.BAR : ]; frange (de vêtement)";"moustache [TÙN.BAR : ]; fringe (of garment)"
sapsupu;"sapsupu  [TÚN.BAR : ]  ( ; mot féminin pluriel)";"sapsupu  [TÚN.BAR : ]  ( ; feminine plural)";[Humain → Corps];[Human → Body];"1) une moustache ; 2) une frange / le bord d'un vêtement";"1) a moustache ; 2) fringe of a garment ;"
sapulḫu;sapulḫu;sapulḫu;[Nourriture → Cuisine];[Feeding → Cooking];"(un plat culinaire) ;";"( a culinary dish) ;"
saqāru;saqāru;saqāru;[Ville → Bâtiments];[City → Buildings];;
saqqaya;saqqaya  (šaqqāya );saqqaya  (šaqqāya );[Métiers];[Professions];"fabriquant de sac (tissu grossier) , fabriquant de toile (d'emballage) ;";"sack maker , sackcloth maker ;"
saqqu;saqqu;saqqu;[Habillement];[Clothing];"1) : un sac ; 2) : toile (d'emballage) , tissu grossier (pour sacs) , (habit / tissu de) sac ;";"1) : a sack ; 2) : sackcloth ;"
sāqu;sāqu  ();sāqu  ();[Humain → Corps];[Human → Body];"la cuisse ;";"the thigh ;"
sarāḫiš;sarāḫiš  ();sarāḫiš  ();"temple : en ruines , délabré ;";temple : in ruins , in shambles;Cf. sarāḫu, tasriḫtu, sarāḫiš, serḫu;Cf. sarāḫu, tasriḫtu, sarāḫiš, serḫu
sarāḫu;sarāḫu;sarāḫu;[Armée → Guerre];[Army → War];"G : détruire , ruiner / mettre à bas ; D : démolir une structure ; N ; passif de D (vie, membres ...) : être détruit / être saccagé / être en miettes ;";"G : to destroy , to ruin ; D : to demolish a structure ; N ; passive of D (life, limbs ...) : to be destroyed / to be ruined / to be in shambles ;"
sarāmu;sarāmu  ();sarāmu  ();[Armée → Guerre];[Army → War];"crâne, toit ... : fendre , ouvrir en coupant , éventrer , couper en deux , entailler ;";"skull, roof ... : to cut open , to skewer / to hew ;"
sarāpu;sarāpu  ();sarāpu  ();[Nourriture];[Feeding];"souper , prendre un potage le soir ;";"to sup , to have a porridge at supper ;"
sarartu;"sarartu  (n. f. ; )";"sarartu  (n. f. ; )";[Vie morale → Défauts];[Moral life → Fault];trahison;treachery
sarāru;"sarāru  (vb. ; N inf. nasarruru)";"sarāru  (vb. ; N inf. nasarruru)";[Vie morale → Défauts];[Moral life → Fault];"G. stat. : être un menteur, malhonnête ; être faux D. tromper qqn. ; mentir ; agir malhonnêtement ; contester, déclarer que qqch. est faux N. être prouvé faux";"G. stat. : to be a liar, dishonest ; to be false D. to deceive s.o. ; to lie ; to act dishonestly ; to contest, declare sth. as false N. to be proved false"
sariānu;sariānu;sariānu;[Armée → Armes];[Army → Weapons];"cuirasse à écailles / incrustations ;";"scale armor ;"
sarramtu;sarramtu  ();sarramtu  ();[Campagne → Outils];[Country → Tools];"un fendeur , un coin (?) ;";"a splitter , a wedge (?) ;"
sarrātu;sarrātu  (n. fem. pl.);sarrātu  (n. fem. pl.);[Justice];[Legal];"pluriel de sartu : des délits , des mensonges , des tromperies , des fraudes , des amendes / des pénalités pour délit ;";"plural of sartu : falsehoods , lies , deception , penalties for crime ;"
sarrīqu;sarrīqu;sarrīqu;[Vie morale → Défauts];[Moral life → Fault];"vaniteux , m'as-tu-vu ? , orgueilleux , vantard ;";"vainglorious , excessively proud , boastful ;"
Sarru;Sarru  [LUL.LA : ];Sarru  [LUL.LA : ];[Ciel → Astronomie → Planètes];[Sky → Astronomy → Planets];Mars;Mars
sarru;sarru  [LUL : ];sarru  [LUL : ];[Justice];[Legal];"1) faux, mensonger, frauduleux ; 2) (nom) : un escroc ;";"1) false, lying, fraudulent ; 2) (noun) : a con man , a swindler ;"
