Word;FR title;FR Indication;FR Definition
sapānu;"sapānu  (vb. a/u ; )";"G. aplatir, aplanir, niveler ; abattre, renverser ; submerger, écraser (l'ennemi) Š. faire renverser N. être aplani, nivelé, lissé, lisse, plat";Cf. sapannu, sāpinu, šāpinum, sapnu
sapāqu;"sapāqu  (origine sémitique occidentale (araméen) ;)";"1) : suffire , être -en nombre- suffisant (garnison) ; 2) : être capable / fort ;";Voir aussi : sapqu
saparru;saparru  [GIŠ.GAG.LIŠ : , GIŠ.GAG.SILA3 : ];[Transport → Terrestre];"1) une charrette , un chariot , un charroi ; 2) = šaparru : un filet ;"
sapḫu;sapḫu  [BIR : ];dispersé;Cf. sapāḫu
sāpinu;sāpinu;[Nature → Minéraux];"désigne une roche, se dit d'un démon : qui écrase / ""qui aplatit"" , qui met à plat / renverse ;"
saplišḫu;saplišḫu;[Religion → Mythes];"une préparation de viande (offerte en sacrifice) ;"
sappāru;sappāru  (mot d'origine sumérienne );[Animaux → Sauvages];"un mouflon , un bélier de montagne / sauvage ;"
sappiḫu;sappiḫu;[Vie morale → Défauts];"gaspilleur , dépensier , prodigue , imprévoyant (?) ;"
sapqu;sapqu;[Vie morale → Qualités];"capable , compétent / qualifié / breveté (?) , en état (de faire ...) , doué , talentueux ;"
sapsapānu;"sapsapānu  (n. ; )";[Humain → Corps];moustachu
sapsapu;sapsapu  [TÙN.BAR : ];[Humain → Corps];moustache
sapsapu;"sapsapu  (n. ; pl. f.)";[Habillement];"moustache [TÙN.BAR : ]; frange (de vêtement)"
sapsupu;"sapsupu  [TÚN.BAR : ]  ( ; mot féminin pluriel)";[Humain → Corps];"1) une moustache ; 2) une frange / le bord d'un vêtement"
sapulḫu;sapulḫu;[Nourriture → Cuisine];"(un plat culinaire) ;"
saqāru;saqāru;[Ville → Bâtiments];
saqqaya;saqqaya  (šaqqāya );[Métiers];"fabriquant de sac (tissu grossier) , fabriquant de toile (d'emballage) ;"
saqqu;saqqu;[Habillement];"1) : un sac ; 2) : toile (d'emballage) , tissu grossier (pour sacs) , (habit / tissu de) sac ;"
sāqu;sāqu  ();[Humain → Corps];"la cuisse ;"
sarāḫiš;sarāḫiš  ();"temple : en ruines , délabré ;";Cf. sarāḫu, tasriḫtu, sarāḫiš, serḫu
sarāḫu;sarāḫu;[Armée → Guerre];"G : détruire , ruiner / mettre à bas ; D : démolir une structure ; N ; passif de D (vie, membres ...) : être détruit / être saccagé / être en miettes ;"
sarāmu;sarāmu  ();[Armée → Guerre];"crâne, toit ... : fendre , ouvrir en coupant , éventrer , couper en deux , entailler ;"
sarāpu;sarāpu  ();[Nourriture];"souper , prendre un potage le soir ;"
sarartu;"sarartu  (n. f. ; )";[Vie morale → Défauts];trahison
sarāru;"sarāru  (vb. ; N inf. nasarruru)";[Vie morale → Défauts];"G. stat. : être un menteur, malhonnête ; être faux D. tromper qqn. ; mentir ; agir malhonnêtement ; contester, déclarer que qqch. est faux N. être prouvé faux"
sariānu;sariānu;[Armée → Armes];"cuirasse à écailles / incrustations ;"
sarramtu;sarramtu  ();[Campagne → Outils];"un fendeur , un coin (?) ;"
sarrātu;sarrātu  (n. fem. pl.);[Justice];"pluriel de sartu : des délits , des mensonges , des tromperies , des fraudes , des amendes / des pénalités pour délit ;"
sarrīqu;sarrīqu;[Vie morale → Défauts];"vaniteux , m'as-tu-vu ? , orgueilleux , vantard ;"
Sarru;Sarru  [LUL.LA : ];[Ciel → Astronomie → Planètes];Mars
sarru;sarru  [LUL : ];[Justice];"1) faux, mensonger, frauduleux ; 2) (nom) : un escroc ;"
sarruru , suppû * , ṣallû;sarruru , suppû * , ṣallû;[Religion];prier
sartennu;sartennu;[Justice];juge en chef
sartu;sartu  [LUL : ];[Vie morale → Défauts];"1) la fausseté , la fourberie , la malhonnêteté , un délit ; šībūt sar(rā)tim / kunuk sar(rā)tim / ṭuppi sar(rā)tim : un faux témoignage , un faux document / un document falsifié / un faux ; kī sartu / ina sartu : malhonnêtement ; 2) : une peine pour un délit , une sanction , une amende / une pénalité ; pluriel : sarrātu / sarrātum : des délits ;"
sāru (1);sāru (1);[Campagne → Arbres];"1) une feuille de palmier ; 2) un chasse-mouches , un éventail , voir ša-zumbē ; sāru šētuqu / sāru ka ' ' û : agiter un éventail / chasse-mouches ;"
sāru (2);sāru (2);[Humain → Hygiène];"un balai ; qātu: un manche à balai ; mušētiq sāri : un balayeur ;"
sāru B;sāru B;[Campagne → Arbres];palmeraie
sâru;"sâru  (vb. ū ; )";"G. tourner ; danser D. encercler, entourer";Voir aussi : ebīḫu, meserru, musāru, nēbettu, šibbu
sasin qašāti , sasinnu;sasin qašāti , sasinnu;[Métiers];fabriquant d' arcs
sasin šiltāḫi , sasin uṣṣi , sassin šiltāḫi , sassin uṣṣi;sasin šiltāḫi , sasin uṣṣi , sassin šiltāḫi , sassin uṣṣi;[Métiers];"un fabriquant de flèches , un flécheur ;"
sāsiu;sāsiu;[Lettres];"un lecteur ;"
sasiu;sasiu;[Humain];"un invité ;"
sasqû;sasqû;[Nourriture → Aliments];"la semoule ; mê sasqî : un bouillon de semoule / un potage de semoule ;"
sassaptu;sassaptu  ();[Humain → Corps];"un cil ;"
sassatu;sassatu  [Ú.KI.KAL : ];[Campagne → Plantes];herbe
sassu;sassu;[Armée → Armes];plateforme de char ,
sāsu;sāsu  [UR.ME : ];[Animaux → Insectes];"1) un papillon de nuit , une mite + ; : textiles : sāsam laptu : mité , miteux ; 2) nom propre masculin : féminin Sāsatum ; 3) : [NA4.NIR.ZIZ : ] : (une pierre) ; 4) Parpola : un ver ;"
sasuppu;sasuppu  [ŠU.SU.UB : ];[Humain → Hygiène];"1) : une serviette ; 2) laine, lin, linge : sale , propre ; 3) : šušippum qātim : une serviette pour s'essuyer les mains ;"
sasûtu;sasûtu;"la lecture , l'action de lire ;";Cf. šašû
saštu;saštu  ();[Vie morale → Défauts];
satālu;satālu  ();[Campagne → Plantes];"planter ;"
sataru;sataru;[Campagne → Plantes];"le thym , la sarriette (?) ;"
sattakku;sattakku;;→ santakku
sattukku;sattukku  [SÁ.DUG4 : ];[Religion];offrande régulière
sāwtu+;sāwtu+;[Humain → Famille];grand-mère
sawûm;sawûm  ();[Lettres → Géographie];"un désert ;"
se ' û;se ' û;"1) une partie du foie : presser , appuyer fermement sur ; 2) sens figuré : pays / territoire, ennemi : supprimer , écraser , opprimer / oppresser / subjuguer ;";Cf. si ' ûtu
Sê;Sê;[Religion → Mythes];
sebâ*;sebâ*;[Nombres];
sebe;"sebe  (adj. fem. ; masc. sebet)";[Nombres];sept
sebeā*;sebeā*  [GÍŠ.U : ];[Nombres];soixante-dix, septante
sebêšer;sebêšer  ();[Nombres];"dix-sept , 17 ;"
sebēšeret;sebēšeret  [U.IMIN : ]  (fem. sebēšer);[Nombres];dix-sept
sebet;"sebet  [IMIN : ]  (adj. ; fem. sebe)";[Nombres];"sept , 7 ;"
Sebettu;"Sebettu  [IMIN.BI : ]  ([IMIN : ] = 7 ; en tant que nom divin : ilū-Sebettu / ilū-Sebetti)";[Ciel → Astronomie];"les Pléiades ; sebettu : un groupe de sept ;"
sebīrūtu+;sebīrūtu+;[Humain → Sens];"l'imagination , l'illusion , le prétexte , une excuse ;"
sebîšu;sebîšu;[Nombres];"sept fois , à sept reprises ;"
sebītum;sebītum  ();[Science → Mathématiques];"un septième , 1/7 ;"
sebru+;sebru+;[Vie morale → Intelligence];"une conjecture , une supposition , une hypothèse ;"
sebû;sebû  (f. sg. sebūtu);[Nombres];"le septième ;"
sedēru;sedēru;;→ sadāru
sêdu;sêdu  ();[Industrie];"aider , assister , soutenir ;"
sēgallu;sēgallu;[Gouvernement];"la reine , l'épouse du roi ;"
segû;segû;[Transport];": 1) errer, aller ci et là , vagabonder ; 2) aller , aller avec / accompagner / suivre ; 3) : suivre une loi, une procédure , se conformer à la loi , appliquer la loi, la procédure ... / faire comme il se doit ; 4) Š : amener / obliger quelqu'un à accompagner / suivre , faire appliquer la loi ... ;"
sēgû;sēgû  ();[Humain → Sommeil];"fantôme : sans repos , errant ;"
seḫāiu;seḫāiu;nager, natation;Comparaison avec d'autres langues sémitiques :
seḫpu;seḫpu  ();[Industrie];"1) une couche / une couverture , une surface ; 2) un revêtement / une couche / un placage d'or sur un char ; 3) [GIŠ.BAR.KÍN : ] : écorce / fibre / cuir pour recouvrir un arc ; 4) une surface , ciel, terres ... : une étendue ; 5) l'aplatissage , l'action d'aplatir / rendre plat ; seḫpu mūti : raide mort ; ana seḫpu pānišu : à plat-ventre , face contre terre ;"
seḫru;seḫru;"1) fleuve : un coude , un virage , un tour de cheval ? ; 2) divinité, nom propre : la pitié , une faveur , un retour en grâce 3) un cadre , une structure de base , une jante de roue ; 4) : une région , un district ; 5) [NA4.Á.ŠUBA : ] : nom d' une pierre ;";Cf. saḫāru
seḫseḫī;seḫseḫī  ();[Temps];"au crépuscule , au coucher du soleil ;"
seḫšu;seḫšu;"tablettes : rassemblées , invalidée / annulée / rendue caduque / obsolète / nulle et non avenue ;";Cf. saḫāšu
seḫû *;seḫû *;[Gouvernement];se révolter , se rebeller , se soulever (D) détruire , désassembler , désorganiser , déranger , mettre sens dessus-dessous , mettre la pagaille
sekēpu;sekēpu  ();;→ sakāpu
sekēru (1);sekēru (1)  [ÚŠ : ]  (sakāru);[Lettres → Géographie → Rivières];(rue, voie navigable , nez , lèvres , voies urinaires ...) obturer , fermer , bloquer D : établir un barrage (sur un chenal) , fermer la bouche , obturer une partie du foie Dt : être fermée -bloquées- (oreilles) N : être obturé -fermé- (voie navigable, partie du corps) , : se fermer , s'enfermer Ntn : (médecine) : être constamment obturé ( voie urinaires ...) , ne pas transiter (urine ...)
sekēru;sekēru  [ÚŠ : ]  (vb. i/i);[Lettres → Géographie → Rivières];"G. fermer, bloquer, obstruer, boucher D = G ; endiguer Dt. être bloqué N. être bouché, obstrué ; s'enfermer, s'isoler Ntn. [ÚŠ.ÚŠ : ] être constamment bloqué"
sēkiru;sēkiru  [LÚ.A.IGI.DU8 : ]  ();[Métiers];"ouvrier des canaux / ouvrier de maintenance des barrages / digues ;"
sēkirūtu;sēkirūtu  ();[Lettres → Géographie → Rivières];"travaux de barrage ;"
sekret ekalli;sekret ekalli  (féminin);[Gouvernement];"concubine de palais , femme de harem ;"
sekretūtu;sekretūtu;[Humain → Famille];concubinage , réclusion
sekrutu;"sekrutu  (sekretu ; féminin)";[Humain → Famille];"concubine , recluse , femme de harem ;"
selēmu;selēmu  ();;→ salāmu
sellu;sellu;;→ sillu
semēdu;semēdu  ();;→ samādu
semērê;semērê;[Justice];"des menottes ;"
senēqu;senēqu  ();;→ sanāqu
senkurru;senkurru;[Animaux → Sauvages];"un guépard ;"
sepēru;"sepēru  (vb. ?/i ; )";[Art → Dessin];"écrire en écriture araméenne ;"
sepīru;"sepīru  [LÚ.A.BAL : , LÚ.KUŠ.SAR : ]  (n. ; )";[Métiers];scribe en caractères araméens (non cunéiformes)
sēpu;sēpu;[Science → Sciences naturelles];"1) nom d' une céréale ; : akal sēpu : un pain de sēpu ; 2) le pollen (?) ;"
serdīum;serdīum  ();[Armée → Armes];"arc : en bois d'oilvier (?) ;"
serdu;"serdu  [SÉ.ER.DU.UM : ]  ( : [GIŠ.GI.DÌM.MA : ] ; : [SÉ.ER.DU.UM : ])";[Campagne → Arbres];"1) un olivier ; šaman serdu : huile d'olive ; 2) : une olive ;"
serḫu;serḫu  ();"un débris ; serḫu epēri : un sol érodé ;";Cf. sarāḫu, tasriḫtu, sarāḫiš, serḫu
serrāmu;serrāmu  [ANŠE.EDIN.NA : ]  ();[Animaux → Sauvages];"un onagre , un âne sauvage chassé ; féminin : serremtu / [MUNUS.ANŠE.EDIN.NA : ] ;"
si ' ûtu;si ' ûtu;[Gouvernement];"la pression , l'oppression / tyrannie / joug politique / main de fer , l'écrasement / la victoire totale (?) ;"
Sî;Sî;[Religion → Mythes];
siāmu;siāmu  [SA5 : ]  (statif : sām);[Couleurs];"G: 1) (textile, cuir , partie du corps, astres, feu) être rouge ; 2) être blond + ; D : rougir , rendre / colorer / teindre en rouge ;"
siāqu;"siāqu  (vb. ī ; )";"G. être étroit Gtn. être aligné avec qqch. D. rendre étroit, réduire ; rendre difficile, amoindrir";Cf. sīqu
sibbu;sibbu;[Art → Architecture];
sibibiānu;sibibiānu;[Campagne → Plantes];le cummin noir
sibkarû;sibkarû;[Religion];pièce de mobilier de temple
siddu;siddu;"sorte d' objet métallique ;";
sidirtu *;sidirtu *;[Armée → Guerre];"une ligne de bataille , un ordre de bataille , un bataillon , une phalange ; rab līmu : chef de bataillon ;"
sidru;sidru;[Armée];ligne , rang , rangée , colonne (de soldats) , ordre d'alignement , séquence , série + , succession + , ligne de bataille
siggu;siggu;[Habillement];"une touffe de laine ;"
siḫḫāru;siḫḫāru;[Nourriture];"une écuelle , un plateau , une assiette ;"
siḫiltu;siḫiltu;[Vie morale → Sentiments];"une douleur , une sensation de brûlure / douleur cuisante , les maux , les affres / douleurs de l'accouchement (?) ;"
siḫlānu;siḫlānu;[Campagne → Plantes];"épineux , hérissé (d'épines ...) , à pointes (?) , barbelé (?) ;"
siḫlu;siḫlu;[Campagne → Plantes];"1) une épine ; 2) une douleur perçante , les affres , les douleurs / la douleur de l'accouchement (?) ;"
siḫpu;siḫpu;"une longueur / une étendue ;";"Cf. seḫpu, ina siḫip ;"
sikillu;sikillu  (origine sumérienne);[Campagne → Plantes];"1) [Ú.SIKIL : ] : nom d'une plante, appelée šam tēlilte en tant que médicament ; 2) [NA4.SIKIL : ] : pierre semi-précieuse ? (voir abnu) ;"
sikin napišti;sikin napišti;;→ šiknat napišti
sikiptu;sikiptu;[Armée];"1) arrêt, répulsion (de l'ennemi) ; rejet ; sikipta šakānu repousser , causer le renversement / la chute d'un roi ... ; 2) par une divinité, surtout dans noms propres : le rejet ;"
sikkanu;sikkanu;[Transport → Maritime];"1) un aviron de gouverne , un gouvernail ; 2) une pagaie ;"
sikkatānu;sikkatānu;[Science → Mathématiques];"conique , en forme de cône ;"
sikkatu;sikkatu  [GIŠ.GAG : ]  ([URUDU.GAG : ]);"1) une cheville de bois , un clou de cuivre ; 2) une pièce de char / de porte / de serrure ; 3) : le soc d'une charrue ; 4) : un pieu de limite de terrain ; : ša sikkatu : un géomètre du cadastre (?) ; 5) mathématiques : un cône , une pyramide ; 6) architecture assyrienne : un cône de fondation , une cheville en pierre ou terre cuite, dans un mur : voir karru(2) ; 7) : sikkat ṣēli / siqqa ṣēli : le sternum , [GAG.TI : ] ;";
sikkû;sikkû;;→ šikkû
sikkutu;sikkutu  (ziqqutu);"une cheville en bois , un clou , un cône , un cône mural , une pyramide , un soc de charrue , une lame de charrue en bois (?) , une baguette de tambour , un bâton , éclat de bois + , coin / une cale de bois + ša-sikkāti : (militaire de haut rang) ; 2) voir aussi gašīšu / pulukku / sikkutu / zaqīpu / ziqīpu ; palissade, défense, support ... : un pieu ;";Variantes : ziqqutu
sikru (2);sikru (2);[Humain → Maladie];"un furoncle ;"
sikru;sikru;"1) la séclusion , l'enfermement , l'isolement ; 2) un barrage sur cours d'eau ;";Cf. sekēru
siliāti;siliāti;[Humain → Parole];"des mensonges , des bobards , des conneries , du baratin , de la tromperie / une arnaque ;"
silīmu;silīmu;;→ salīmu
silītu;"silītu  (n. f. ; )";[Vie morale → Défauts];mensonge, fausse accusation
sillu;sillu  [GI.GUR.SAL.LA : ];[Art → Architecture];": 1) un panier sutout pour le pain et les dattes ; 2) qan sill : une sorte de flèche (?) ; 3) : une arcade , une archivolte , une arche ;"
silqu , šubê;silqu , šubê;[Nourriture → Cuisine];"viande cuisinée , viande apprêtée , viande préparée ;"
Simannu;Simannu;[Temps → Mois];
simannu;simannu;[Temps];
Simānu;"Simānu  [ITI.SIG4.(GA) : , ITI.SIG4.A : , ITI.SIG : ]  (n. ; )";[Temps → Mois];Siwan, troisième mois (à peu près mai-juin)
simānu;simānu;[Temps];"1) la saison , le bon moment , l'occasion / le moment / l'heure ; temps (Astronomie) ; ina lā simānīšu au mauvais moment ; 2) un moment ;"
simāti;simāti;[Art → Dessin];"un plan , un avant-projet , le tracé d'un bâtiment / un bleu ;"
simin ṣalāli;simin ṣalāli;[Humain → Sommeil];"l'heure de se coucher / l'heure d'aller au lit ;"
simma gir *;simma gir *;[Gouvernement];ministre à Babylone
simmilat dūri;simmilat dūri;[Armée → Armes];"une échelle de siège ;"
simmiltu;simmiltu  [GIŠ.KUN4 : ]  (anciennement [GIŠ.I.BAL : ]);[Art → Architecture];"1) un escalier menant à une citadelle ; rabi simmiltu : un fonctionnaire de haut rang en Anatolie ; bīt simmiltu : une cage d'escalier , une pièce à escalier ; 2) : simmiltu dūri : une échelle de siège pour escalader les murailles ; 3) : escalade de montagne ; simmiltu šamāmī : les échelles menant aux cieux ;"
simtu;simtu  [ME.TE : ];"1) devant mots abstraits : symbole approprié , caractéristique / signe approprié de ... , une allégorie ; simtu(m) ilūti / šarrūti : symbole de la divinité / royauté ; simtu balāti : substance matérielle symbolisant / représentant la vie , le pain ; simtu tanādātim : le signe tangible et l'assurance de la renommée , les inscriptions ; simtu tāḫāzi : symbole approprié pour la bataille , les manœuvres de chevaux ; simtu mītūti : l'attribut des morts , la tombe , le cercueil ; simtu (nom de divinité) : la personne appropriée pour la divinité , le roi ; : animals , women ; simtu ēkallim : les biens du palais , la propriété du palais ; simāti(m) šitakkunu(m) : décorer (les temples) de manière appropriée / convenablement ; pluriel : les bonnes coutumes , les bons usages , les us-et-coutumes , le savoir-vivre , les convenances ; lā simtu : pas convenable , porc , cochon ; lā simtu ēkurri : pas convenable pour un temple , inaproprié / inadéquat pour un temple ; ašar lā simātešu : a place unbefitting to him , un endroit pas convenable pour lui , un endroit pas fait pour lui ; 2) personne, chose : digne de ;";Cf. wasāmum
simunu šētuqu *;simunu šētuqu *;[Temps];passer le temps
simunu;simunu  ();[Temps];
simurrûm;simurrûm;"1) : provenant de Simmurum ; 2) : de pierre à moudre / de pierre à meuler , d'une meule / d'une pierre à meuler ; 3) : une sorte de cochon ; 4) nom propre humain ;";
Simut;"Simut  ( ; origine élamite)";[Ciel → Astronomie → Planètes];"la planète Mars ;"
sīmūtu;sīmūtu;[Couleurs];": une rougeur / la rougeur médecine , le rougissement des joues ; embarras ... (?) ;"
Sīn;Sīn;[Religion → Mythes];"dieu de la lune : Sin ;"
Sîn;"Sîn  [ZUEN : ]  ([EN.ZU : ] ; )";[Ciel → Astronomie → Planètes];"1) le dieu de la lune ; 2) la lune ;"
sindāiu;sindāiu;[Lettres → Géographie → Pays];"nom et adjectif : indien ;"
sindu u birtu;sindu u birtu;[Gouvernement];"les gens du commun , n'importe qui , l'individu moyen (?) ;"
Sindu;Sindu;[Lettres → Géographie → Pays];"l'Inde ;"
sindû;sindû;[Campagne → Arbres];"du bois d'Inde ;"
sinnišāniš *;sinnišāniš *;comme une femme , à la manière d'une femme , de façon féminine;
sinništu;"sinništu  [MUNUS : ]  (n. fem. ; st. constr. sinništi ; st. abs. sinniš)";femme;
sinqu;sinqu  ();;→ sunqu
sīnu;sīnu;[Ciel → Astronomie];"la lune ; nūr sīn / ṣēt sīn : le clair de lune ;"
sinuntu;sinuntu;[Animaux → Oiseaux];hirondelle
siparru;siparru  [ZABAR : , ZA.BAR : ]  (n.);[Nature → Métaux];"bronze ; objets en bronze ; entraves, fers ; ina siparri šakānu : mettre aux fers / enchaîner / entraver avec des fers ;"
sipittu;sipittu;[Humain → Mort];"les rites du deuil ; sipittu šakānu : commencer la cérémonie du deuil ; sipittu šuṣruḫu : faire pleurer / se lamenter les gens ;"
Sippar;Sippar  [ZIMBIR : ];[Lettres → Géographie];Sippar
sippu;"sippu  [ZAG.DU8 : ]  (n. ; )";[Art → Architecture];"1) montant de porte / de porte de ville ; sippu bābāni : à droite et à gauche de la porte / de la porte de la ville ; 2) contrefort d'un mur ; 3) un pied de table, de lit ... ; 4) tige de roseau ;"
sipru;"sipru  (n. ; )";document;Cf. sepēru
siqqurrutu;siqqurrutu  ();[Ville → Bâtiments];
siqru;siqru;[Humain → Parole];mot , commandement , expression , phrase , parole , énoncé
sīqu (2);sīqu (2)  ();[Humain → Corps];"1) la cuisse ; 2) dual et pluriel : le giron ;"
sīqu;sīqu;[Mesures];"1) : navire, vêtement : étroit , à l'étroit , serré , manquant de place , trop petit ; : ina sīqti : très bientôt (?) , dans peu de temps (?) , incessamment (?) / sous peu (?) ; napišti sīqu : une vie à l'étroit , une vie de contraintes , une vie réduite ; 2) = zīqu(m) ;"
sirāšītu;"sirāšītu   ((Nuzi) : sirāsūtu ; )";[Métiers];"brasseuse ;"
sirāšû;"sirāšû  [LÚ.LUNGA : ]  (sērāšû , : šīrāšûm ? , sīrēšû , surrāšû ;)";[Métiers];"brasseur ; [rab sirāšû] : brasseur en chef ;"
sirāšûtu;sirāšûtu   [LUNGA3 : ];[Métiers];"1) la brasserie , le métier de brasseur ; 2) une prébende de brasseur ;"
sirdu;sirdu;[Campagne → Fruits];olive
siriam;siriam;[Armée → Armes];"armure , cotte de maille , cuirasse , écaille de cuirasse , corselet , pectoral / plastron , blindage (?) ;"
sirimtu;sirimtu;[Industrie];un outil, un ustensile
sirqu;sirqu;[Religion];offrande d' aromates ou de farine
sirrimtu *;sirrimtu *;[Animaux];onagre femelle
sirrimu , parû;sirrimu , parû;[Animaux];"un onagre , un âne sauvage ;"
Sisinnu;Sisinnu  [AB.SÍN : , ERU4 : ];[Ciel → Astronomie → Constellations → Zodiaque];Vierge
sisītu;sisītu;[Humain → Corps];"1) : un cri , une clameur , : une proclamation , un discours / une conférence (?) , une chanson de travail , un cri de bataille / un péan (?) , un cri de douleur / de deuil , le bruit d'une cascade ; 2) l'articulation du pied, du poignet ; : sisītu ritti : le poignet ; 3) vache, mouton : la cheville, le jarret ;"
sissû ša tānti;sissû ša tānti;[Animaux → Poissons];"voir aussi nāḫiru : une baleine / un ""cheval de mer"" ;"
sissû;sissû;[Animaux];"un cheval , un équidé ; sissû ša tānti : une baleine / un ""cheval de mer"" ;"
sīsu;sīsu;[Humain → Corps];(?) têton , pis , mamelle
Sīsû;Sīsû;[Ciel → Astronomie → Constellations];"Cassiopée (constellation stellaire) ;"
sīsû;sīsû  [ANŠE.KUR.RA : ];[Animaux];cheval
Su ' ēn;Su ' ēn;[Religion → Mythes];"1) : le dieu de la lune , la lune ; waraḫ Su ' ēn / wuraḫ Su ' ēn : le mois de la lune (?) / une lunaison (?) ; 2) : un symbole de la lune en bronze ;"
su '' u;su '' u;[Animaux → Oiseaux];"une colombe , un pigeon , un pigeon-voyageur ;"
sû;sû;[Nature → Minéraux];grès rouge
suddû;suddû  [6 : ]  ();[Commerce];"un sixième de shekel / 1/6 de shekel ;"
sudurru;sudurru  (origine sumérienne);[Humain → Corps];"humain : le derrière / les fesses , le postérieur , la croupe ;"
suḫār šepi;suḫār šepi;[Humain → Corps];plante du pied
suḫaršuppû;suḫaršuppû;[Humain → Maladie];"la lèpre ;"
suḫātu;suḫātu;[Humain → Corps];aisselle
suḫḫurtu;suḫḫurtu;[Armée];retraite (armée)
suḫīru *;suḫīru *;[Animaux];petit d' un animal
suḫīru;suḫīru;[Animaux];petit (d' un animal) , poulain
Suḫurmāšu;Suḫurmāšu  [SUḪUR.MÁŠ : ];[Ciel → Astronomie → Constellations → Zodiaque];Capricorne
sukannīnu;sukannīnu  [TU.KUR4.MUŠEN : ]  ( :[ideo]:TU.KUR.MUŠEN šukannunnu , : sikinūnu);[Animaux → Oiseaux];(pour manger ou en guise de sacrifice) : colombe , tourterelle , pigeon
sukinnu;sukinnu;[Transport → Terrestre];": (dans les montagnes pour contrebandiers) : un sentier , un chemin étroit , un chemin de contrebandiers ;"
sūkinu;"sūkinu  (origine sémitique occidentale ;)";[Métiers];": un commissaire ;"
sukkir;"sukkir  (origine élamite ;)";[Gouvernement];"- Suse- : un roi ;"
sukkuku;sukkuku  [GEŠTU2.LAL : , Ú.ḪUB : ];[Humain → Sens];"1) muet ; 2) retardé mental , débile , crétin ; 3) (nom propre) ;"
sukkukūtu;sukkukūtu;[Humain → Sens];"1) la surdité / fait d'être sourd ; 2) l'idiotie / l'imbécilité / la bêtise / la stupidité ;"
sukurtu;sukurtu  ();[Commerce];interruption (provisoire) de commerce , embargo , blocus commercial , retrait provisoire , suspension
sulḫû;sulḫû  ();[Ville → Bâtiments];
sullû (1);sullû (1)  ( : sallûm);[Religion];1) D : faire appel (à quelqu'un) , en appeler (à quelqu'un) , prier (quelqu'un) , conjurer (quelqu'un) de faire quelque chose 2) : lancer un appel à ([ana]) en faveur de ( = accusatif) quelque chose 3) : (une divinité) prier , supplier , implorer
sullû *;sullû *;[Religion];"1) avec ana = ""à"" : faire appel à / en appeler à / prier quelqu'un de / pour (= accusatif) quelque chose ; 2) : faire des suppliques / supplier / implorer / prier une divinité ; prier quelqu' un"
sullû;"sullû  (n. ; )";[Vie morale → Défauts];tromperie, parole infidèle
sullumu;sullumu;[Vie morale → Devoir];"1) réconcilié (?) ; 2) (nom propre féminin ?);"
sulû (1);sulû (1)  (sullû , šullû);[Religion];": (utilisé avec le verbe ""suppû"" ) : une prière , une supplique , une supplication , un appel -de supplication- (?)"
sulû (2);"sulû (2)  (origine sumérienne ;)";[Animaux];"un appât (un agneau pour attraper un loup ...) ;"
sulû (3);sulû (3);[Ville];"une rue , une ruelle , un chemin , une piste ;"
sumaktar;"sumaktar   (mot d'origine kassite ;)";[Animaux];"1) : (cheval, âne, oiseau) : ayant un seul parent de pure race , de race croisé / hybride (?) ; 2) (humains) : sans père , orphelin (?) , de père inconnu (?) , / bâtard (?) , métis (?) , métèque (?) ;"
sumāmītu;sumāmītu;[Science → Sciences physiques];"matière empoisonnée , du poison ;"
summāniš;summāniš  ();[Animaux → Oiseaux];comme une colombe
summatu;summatu  [TU.MUŠEN : ]  ( : simmutu : šummatu );[Animaux → Oiseaux];"1) colombe femelle , pigeonne [kī(ma) summatu damāmu] : roucouler tristement comme une tourterelle 2) (nom personnel féminin) colombe , tourerelle 3) [zê summatu] : fiente de pigeon (utilisée en médecine) 4) [kišad summatu] : "" cou de colombe "" (nom donné à une pierre précieuse) 5) (nom de poisson)"
summiš;summiš  ();[Animaux → Oiseaux];comme un pigeon (mâle) , comme une colombe mâle
summu (1);summu (1)  [TU.MUŠEN : ]  ( : su ' ' u);[Animaux → Oiseaux];mâle de la colombe, pigeon mâle [kīma summu] : roucoulement , roucoulade : figurine en or de colombe
summu;summu  ();[Animaux → Oiseaux];"1) un pigeon , une colombe mâle , féminin : summatu ; kīma summu : le roucoulement ; 2) : une figurine de colombe en or ;"
summuḫu;summuḫu  ();divers, varié, mélangé;Cf. samāḫu
summulu;summulu;[Art → Architecture];"équipé de marches , avec escalier ;"
summunu;summunu  ();[Science → Mathématiques];"1) un-huitième , 1/8 , une huitième partie ; 2) un huitième de qû / 1/8 de litre ;"
sumqu;sumqu  ();;→ sunqu
suʾmu;suʾmu  ();;→ sūmu
sūmu;sūmu  [SA5 : ]  ();"rougeur ; bouton rouge";Cf. sāmu
sūmu;sūmu  ();[Vie morale → Sentiments];indécision
sūmum;sūmum  ();"l'indécision , l'hésitation , les scrupules (?) ;";Cf. samîš, nasmītu, samû
sunduru;sunduru;[Humain → Corps];
sunnuqu;sunnuqu;"vérifié ; réduit (ration), étroit (rue)";Cf. sanāqu, sunqu
sunnušu;sunnušu  ();percé, perforé (vêtement);Cf. sanāšu
sunqu;sunqu  [Ú.GUG : ]  ();"1) manque, famine, pénurie ; 2) angoisse , crise , grande souffrance , détresse , misère , triste sort ;";Cf. sanāqu, sunnuqu
